"hgroup","genesymbol_source","genesymbol_target"
1669,"Itih3","ITIH3"
1670,"Itih4","ITIH4"
1671,"Itpka","ITPKA"
1672,"Itpkb","ITPKB"
1673,"Itpr1","ITPR1"
1675,"Itpr3","ITPR3"
1676,"Ivd","IVD"
1677,"Jag2","JAG2"
1678,"Jak1","JAK1"
1679,"Jun","JUN"
1680,"Jup","JUP"
1683,"Kcna5","KCNA5"
1684,"Kcna6","KCNA6"
1687,"Kcnj3","KCNJ3"
1688,"Kcnj6","KCNJ6"
1689,"Kcnj10","KCNJ10"
1690,"Kcnj15","KCNJ15"
1691,"Kcnk1","KCNK1"
1692,"Kcnk3","KCNK3"
1693,"Kcnma1","KCNMA1"
1696,"Kcnn4","KCNN4"
1701,"Kiss1","KISS1"
1705,"Klrd1","KLRD1"
1707,"Kpnb1","KPNB1"
1708,"Kpna2","KPNA2"
1710,"Ipo5","IPO5"
1712,"Krt15","KRT15"
1713,"Krt19","KRT19"
1715,"Krt35","KRT35"
1717,"Krt86","KRT86"
1718,"Aff3","AFF3"
1719,"Lag3","LAG3"
1720,"Lalba","LALBA"
1722,"Lamb1","LAMB1"
1723,"Lamb2","LAMB2"
1724,"Lamc1","LAMC1"
1730,"Lect2","LECT2"
1731,"Lepr","LEPR"
1734,"Lif","LIF"
1735,"Lifr","LIFR"
1736,"Lig4","LIG4"
1738,"Limk1","LIMK1"
1741,"Lox","LOX"
1742,"Loxl2","LOXL2"
1744,"Lrp1","LRP1"
1745,"Lrp3","LRP3"
1746,"Lrp5","LRP5"
1747,"Lrp6","LRP6"
1750,"Lsp1","LSP1"
1752,"Ltb","LTB"
1753,"Ltbr","LTBR"
1754,"Ltf","LTF"
1758,"Ly6h","LY6H"
1759,"Ly9","LY9"
1762,"Sh2d1a","SH2D1A"
1763,"Tacstd2","TACSTD2"
1764,"Epcam","EPCAM"
1767,"Mxd1","MXD1"
1768,"Mad2l1","MAD2L1"
1770,"Mafk","MAFK"
1771,"Mag","MAG"
1776,"Magoh","MAGOH"
1777,"Man2a1","MAN2A1"
1778,"Map1a","MAP1A"
1779,"Map2","MAP2"
1780,"Map4","MAP4"
1782,"Mas1","MAS1"
1783,"Matn1","MATN1"
1785,"Matn3","MATN3"
1786,"Max","MAX"
1788,"Mbp","MBP"
1789,"Mc1r","MC1R"
1791,"Mcm3","MCM3"
1792,"Mdk","MDK"
1793,"Mdm2","MDM2"
1794,"Mdm4","MDM4"
1795,"Slc3a2","SLC3A2"
1800,"Mest","MEST"
1801,"Mfap2","MFAP2"
1803,"Mfng","MFNG"
1804,"Mgat1","MGAT1"
1806,"Mgat2","MGAT2"
1808,"Mgat5","MGAT5"
1811,"Mgst2","MGST2"
1814,"Mki67","MKI67"
1820,"Mmp19","MMP19"
1821,"Mnat1","MNAT1"
1824,"Mpg","MPG"
1825,"Mpi","MPI"
1826,"Mpp1","MPP1"
1829,"Msh3","MSH3"
1830,"Msh4","MSH4"
1832,"Msmb","MSMB"
1833,"Msn","MSN"
1834,"Map3k10","MAP3K10"
1835,"Mst1r","MST1R"
1836,"Msx1","MSX1"
1837,"Msx2","MSX2"
1838,"Mtap","MTAP"
1839,"Nudt1","NUDT1"
1840,"Mtif2","MTIF2"
1842,"Irf4","IRF4"
1843,"Mvd","MVD"
1846,"Mybpc1","MYBPC1"
1847,"Mybl2","MYBL2"
1849,"Myd88","MYD88"
1850,"Myf6","MYF6"
1854,"Myog","MYOG"
1855,"Ppp1r12a","PPP1R12A"
1857,"Nubp1","NUBP1"
1858,"Nbn","NBN"
1859,"Ncbp1","NCBP1"
1861,"Ndufa6","NDUFA6"
1864,"Ndufb6","NDUFB6"
1865,"Ndufc1","NDUFC1"
1866,"Ndufs4","NDUFS4"
1867,"Ndufs8","NDUFS8"
1869,"Nek3","NEK3"
1870,"Neo1","NEO1"
1871,"Neurod1","NEUROD1"
1872,"Nfix","NFIX"
1873,"Nfkb2","NFKB2"
1875,"Nfx1","NFX1"
1876,"Ngf","NGF"
1877,"Ngfr","NGFR"
1878,"Nid1","NID1"
1879,"Nkx2-2","NKX2-2"
1880,"Gpnmb","GPNMB"
1884,"Nov","NOV"
1886,"Npas1","NPAS1"
1887,"Npas2","NPAS2"
1888,"Npat","NPAT"
1891,"Nptx1","NPTX1"
1892,"Nptx2","NPTX2"
1895,"Nt5e","NT5E"
1896,"Ntf3","NTF3"
1897,"Nthl1","NTHL1"
1898,"Ntrk1","NTRK1"
1901,"Nup88","NUP88"
1902,"Nvl","NVL"
1903,"Oas1g","OAS1"
1903,"Oas1a","OAS1"
1905,"Ocln","OCLN"
1906,"Odc1","ODC1"
1907,"Odf2","ODF2"
1909,"Ogg1","OGG1"
1910,"Olr1","OLR1"
1912,"Tnfrsf11b","TNFRSF11B"
1913,"Ophn1","OPHN1"
1915,"Olfr402","OR3A1"
1918,"Slc22a18","SLC22A18"
1921,"P2rx1","P2RX1"
1922,"P2rx3","P2RX3"
1923,"P2rx4","P2RX4"
1924,"P2rx5","P2RX5"
1925,"P2rx7","P2RX7"
1926,"P2ry1","P2RY1"
1927,"P2ry2","P2RY2"
1930,"Furin","FURIN"
1932,"Pafah1b2","PAFAH1B2"
1933,"Pafah1b3","PAFAH1B3"
1936,"Pak1","PAK1"
1937,"Palm","PALM"
1940,"Pawr","PAWR"
1943,"Pcdh8","PCDH8"
1944,"Pck1","PCK1"
1945,"Pcna","PCNA"
1946,"Pcolce","PCOLCE"
1949,"Cdk18","CDK18"
1950,"Pdc","PDC"
1951,"Pdcd2","PDCD2"
1952,"Pde2a","PDE2A"
1953,"Pde4b","PDE4B"
1954,"Pde6d","PDE6D"
1955,"Pde6g","PDE6G"
1956,"Pde7a","PDE7A"
1957,"Pde8a","PDE8A"
1960,"Pdgfrb","PDGFRB"
1964,"Pdzk1","PDZK1"
1965,"Serpinf1","SERPINF1"
1966,"Per1","PER1"
1967,"Pex13","PEX13"
1969,"Cfp","CFP"
1972,"Pfdn5","PFDN5"
1974,"Pfn2","PFN2"
1978,"Pgf","PGF"
1979,"Pgm2","PGM1"
1980,"Phb","PHB"
1981,"Phka1","PHKA1"
1982,"Piga","PIGA"
1984,"Pigr","PIGR"
1986,"Pik3c3","PIK3C3"
1990,"Pip","PIP"
1993,"Plag1","PLAG1"
1994,"Plagl2","PLAGL2"
1997,"Plcg1","PLCG1"
2000,"Plek","PLEK"
2001,"Plin1","PLIN1"
2003,"Plp2","PLP2"
2004,"Plrg1","PLRG1"
2013,"Polb","POLB"
2014,"Pold1","POLD1"
2015,"Pole2","POLE2"
2016,"Polg","POLG"
2017,"Polr2c","POLR2C"
2018,"Polr2e","POLR2E"
2019,"Polr2g","POLR2G"
2023,"Pou4f3","POU4F3"
2026,"Ppl","PPL"
2027,"Ppm1b","PPM1B"
2032,"Ppp1r7","PPP1R7"
2033,"Ppp1r10","PPP1R10"
2035,"Ppp2r2a","PPP2R2A"
2038,"Ppp4c","PPP4C"
2039,"Ppy","PPY"
2041,"Prelp","PRELP"
2042,"Prep","PREP"
2044,"Prg2","PRG2"
2054,"Pkn2","PKN2"
2055,"Prkd3","PRKD3"
2056,"Prkcsh","PRKCSH"
2058,"Mapk4","MAPK4"
2060,"Mapk7","MAPK7"
2063,"Map2k1","MAP2K1"
2069,"Prox1","PROX1"
2073,"Prpsap2","PRPSAP2"
2075,"Tmprss15","TMPRSS15"
2080,"Psma1","PSMA1"
2081,"Psma2","PSMA2"
2082,"Psma3","PSMA3"
2083,"Psma4","PSMA4"
2084,"Psma5","PSMA5"
2085,"Psma6","PSMA6"
2086,"Psma8","PSMA8"
2087,"Psmb1","PSMB1"
2088,"Psmb2","PSMB2"
2089,"Psmb3","PSMB3"
2090,"Psmb4","PSMB4"
2092,"Psmb6","PSMB6"
2093,"Psmb7","PSMB7"
2094,"Psmb9","PSMB9"
2095,"Psmc1","PSMC1"
2096,"Psmc2","PSMC2"
2097,"Psmc3","PSMC3"
2098,"Psmc5","PSMC5"
2100,"Psmd1","PSMD1"
2101,"Psmd2","PSMD2"
2102,"Psmd3","PSMD3"
2104,"Psmd7","PSMD7"
2106,"Psmd9","PSMD9"
2108,"Psmd11","PSMD11"
2109,"Psmd12","PSMD12"
2110,"Psmd13","PSMD13"
2111,"Psme3","PSME3"
2113,"Pthlh","PTHLH"
2117,"Ptn","PTN"
2119,"Ptpn1","PTPN1"
2120,"Ptpn4","PTPN4"
2121,"Ptpn9","PTPN9"
2122,"Ptpn11","PTPN11"
2125,"Ptprb","PTPRB"
2126,"Ptprc","PTPRC"
2129,"Ptprg","PTPRG"
2130,"Ptprj","PTPRJ"
2134,"Ptprn2","PTPRN2"
2135,"Ptprr","PTPRR"
2136,"Ptprz1","PTPRZ1"
2137,"Pvalb","PVALB"
2138,"Pvrl1","PVRL1"
2140,"Abcd3","ABCD3"
2142,"Aldh18a1","ALDH18A1"
2143,"Pcyt2","PCYT2"
2145,"Pygm","PYGM"
2149,"Rab3b","RAB3B"
2155,"Rad51","RAD51"
2156,"Rad51d","RAD51D"
2162,"Rap1a","RAP1A"
2163,"Rap1gap","RAP1GAP"
2166,"Rarres1","RARRES1"
2167,"Rarres2","RARRES2"
2168,"Rasa1","RASA1"
2169,"Rasgrf2","RASGRF2"
2172,"Rbl1","RBL1"
2175,"Rbp1","RBP1"
2176,"Rcn2","RCN2"
2177,"Rcvrn","RCVRN"
2179,"Rdh5","RDH5"
2180,"Nf2","NF2"
2182,"Rel","REL"
2184,"Renbp","RENBP"
2185,"Upf1","UPF1"
2187,"Rfc1","RFC1"
2188,"Rfc3","RFC3"
2189,"Rfx1","RFX1"
2191,"Rgs1","RGS1"
2192,"Rgs2","RGS2"
2193,"Rgs7","RGS7"
2195,"Rgs12","RGS12"
2196,"Rgs16","RGS16"
2197,"Grk1","GRK1"
2198,"Rit2","RIT2"
2199,"Rnf2","RNF2"
2202,"Rnaseh1","RNASEH1"
2204,"Rnh1","RNH1"
2205,"Abce1","ABCE1"
2206,"Robo1","ROBO1"
2207,"Ros1","ROS1"
2208,"Rpa1","RPA1"
2212,"Mrpl12","MRPL12"
2213,"Rpn1","RPN1"
2214,"Rpn2","RPN2"
2218,"Rreb1","RREB1"
2220,"Rxra","RXRA"
2223,"S100a3","S100A3"
2224,"S100a5","S100A5"
2225,"S100a8","S100A8"
2227,"S100a9","S100A9"
2228,"S100a10","S100A10"
2229,"Safb","SAFB"
2230,"Sall1","SALL1"
2232,"Satb1","SATB1"
2234,"Atxn2","ATXN2"
2236,"Clec11a","CLEC11A"
2237,"Scn9a","SCN9A"
2241,"Ccl2","CCL13"
2242,"Ccl3","CCL3L3"
2244,"Ccl5","CCL5"
2245,"Ccl12","CCL2"
2246,"Ccl17","CCL17"
2247,"Ccl21b","CCL21"
2247,"Gm13304","CCL21"
2247,"LOC100041504","CCL21"
2247,"Gm21541","CCL21"
2247,"LOC100041593","CCL21"
2247,"Gm10591","CCL21"
2247,"Ccl21c","CCL21"
2247,"Gm1987","CCL21"
2247,"Ccl21a","CCL21"
2248,"Ccl24","CCL24"
2250,"Xcl1","XCL1"
2251,"Cx3cl1","CX3CL1"
2252,"Sdc1","SDC1"
2253,"Sdc2","SDC2"
2255,"Sdhb","SDHB"
2256,"Sdhc","SDHC"
2260,"Selp","SELP"
2261,"Selplg","SELPLG"
2263,"Sepw1","SEPW1"
2266,"Sfrp1","SFRP1"
2267,"Sfrp4","SFRP4"
2268,"Sfrp5","SFRP5"
2271,"Sftpc","SFTPC"
2272,"Sftpd","SFTPD"
2275,"Sh3bgrl","SH3BGRL"
2276,"Sh3bp2","SH3BP2"
2277,"Itsn1","ITSN1"
2281,"St6gal1","ST6GAL1"
2282,"St8sia1","ST8SIA1"
2283,"Stil","STIL"
2289,"Slc5a2","SLC5A2"
2290,"Slc6a1","SLC6A1"
2291,"Slc6a6","SLC6A6"
2297,"Slc34a2","SLC34A2"
2298,"Slc18a2","SLC18A2"
2302,"Slit1","SLIT1"
2303,"Slit3","SLIT3"
2305,"Slpi","SLPI"
2308,"Smarca2","SMARCA2"
2310,"Smarcb1","SMARCB1"
2312,"Smarcc2","SMARCC2"
2314,"Smarcd3","SMARCD3"
2317,"Snapc1","SNAPC1"
2318,"Snapc2","SNAPC2"
2320,"Sncb","SNCB"
2321,"Snapc4","SNAPC4"
2322,"Sncg","SNCG"
2325,"Snrpa1","SNRPA1"
2331,"Snta1","SNTA1"
2332,"Snx2","SNX2"
2333,"Soat1","SOAT1"
2334,"Sod3","SOD3"
2336,"Sorl1","SORL1"
2338,"Sox4","SOX4"
2340,"Sp2","SP2"
2341,"Sp4","SP4"
2342,"Uap1","UAP1"
2343,"Spag4","SPAG4"
2346,"Spi1","SPI1"
2353,"Sptan1","SPTAN1"
2354,"Sptbn1","SPTBN1"
2355,"Sqle","SQLE"
2361,"Srp19","SRP19"
2362,"Srp54a","SRP54"
2362,"Srp54b","SRP54"
2364,"Srpr","SRPR"
2365,"Trim21","TRIM21"
2366,"Ssb","SSB"
2368,"Ssr1","SSR1"
2369,"Ssr2","SSR2"
2371,"Stac","STAC"
2373,"Stat6","STAT6"
2374,"Stc1","STC1"
2376,"Nek4","NEK4"
2380,"Strn","STRN"
2381,"Stx5a","STX5"
2382,"Stxbp1","STXBP1"
2384,"Supt5","SUPT5H"
2386,"Supv3l1","SUPV3L1"
2387,"Surf1","SURF1"
2388,"Suv39h1","SUV39H1"
2389,"Sycp1","SYCP1"
2390,"Syk","SYK"
2391,"Syp","SYP"
2393,"T","T"
2394,"Tac1","TAC1"
2395,"Adam17","ADAM17"
2398,"Tagln","TAGLN"
2400,"Tal1","TAL1"
2401,"Tapbp","TAPBP"
2402,"Tbcc","TBCC"
2404,"Tbp","TBP"
2407,"Tcf4","TCF4"
2408,"Tcf3","TCF3"
2411,"Gcfc2","GCFC2"
2412,"Nfe2l2","NFE2L2"
2414,"Tcf21","TCF21"
2415,"Tdg","TDG"
2415,"Gm5806","TDG"
2416,"Tdgf1","TDGF1"
2418,"Tead1","TEAD1"
2419,"Tmbim6","TMBIM6"
2421,"Tfap2a","TFAP2A"
2422,"Tfap2e","TFAP2E"
2423,"Tfap2c","TFAP2C"
2424,"Tfap4","TFAP4"
2425,"Arfrp1","ARFRP1"
2426,"Tff1","TFF1"
2427,"Tff3","TFF3"
2428,"Tfr2","TFR2"
2429,"Tfrc","TFRC"
2430,"Tg","TG"
2431,"Tgfa","TGFA"
2432,"Tgfb2","TGFB2"
2433,"Tgfb3","TGFB3"
2434,"Lefty2","LEFTY2"
2435,"Tgfbr2","TGFBR2"
2436,"Tgfbr3","TGFBR3"
2438,"Thbs2","THBS2"
2441,"Thrsp","THRSP"
2443,"Tiam1","TIAM1"
2444,"Timp2","TIMP2"
2445,"Tjp1","TJP1"
2447,"Icam5","ICAM5"
2449,"Sec62","SEC62"
2453,"Tspan4","TSPAN4"
2454,"Gpr137b","GPR137B"
2455,"Lbr","LBR"
2459,"Cldn5","CLDN5"
2462,"Tnni1","TNNI1"
2467,"Top1","TOP1"
2468,"Tpd52l1","TPD52L1"
2469,"Tpd52l2","TPD52L2"
2471,"Tpp2","TPP2"
2475,"Nr2c2","NR2C2"
2476,"Hsp90b1","HSP90B1"
2478,"Trpc1","TRPC1"
2481,"Tssc1","TSSC1"
2482,"Phlda2","PHLDA2"
2484,"Tsta3","TSTA3"
2485,"Ttc1","TTC1"
2486,"Dnajc3","DNAJC3"
2487,"Ttc3","TTC3"
2488,"Nkx2-1","NKX2-1"
2489,"Ttk","TTK"
2490,"Tufm","TUFM"
2491,"Tulp1","TULP1"
2492,"Tulp2","TULP2"
2495,"Tnfsf4","TNFSF4"
2496,"Tnfrsf4","TNFRSF4"
2497,"Txk","TXK"
2502,"Uba7","UBA7"
2506,"Ube2d2a","UBE2D2"
2508,"Ube2g1","UBE2G1"
2514,"Sumo1","SUMO1"
2515,"Ucn","UCN"
2516,"Ucp2","UCP2"
2517,"Ucp3","UCP3"
2518,"Scgb1a1","SCGB1A1"
2520,"Ugdh","UGDH"
2522,"Umod","UMOD"
2524,"Upp1","UPP1"
2525,"Uqcrc1","UQCRC1"
2527,"Usf2","USF2"
2528,"Usp1","USP1"
2530,"Vav2","VAV2"
2531,"Vbp1","VBP1"
2534,"Vegfa","VEGFA"
2536,"Vgf","VGF"
2538,"Vim","VIM"
2539,"Vip","VIP"
2540,"Vipr2","VIPR2"
2541,"Vrk1","VRK1"
2542,"Vsnl1","VSNL1"
2546,"Coro2a","CORO2A"
2550,"Wnt8b","WNT8B"
2551,"Wnt9b","WNT9B"
2554,"Xpo1","XPO1"
2555,"Xrcc4","XRCC4"
2556,"Yy1","YY1"
2558,"Zfp36","ZFP36"
2560,"Zbtb14","ZBTB14"
2561,"Zfx","ZFX"
2562,"Zic1","ZIC1"
2567,"Cnbp","CNBP"
2568,"Zfp105","ZNF35"
2569,"Zfp523","ZNF76"
2572,"Zfp169","ZNF169"
2575,"Zbtb17","ZBTB17"
2580,"Zfp13","ZNF205"
2586,"Dnali1","DNALI1"
2587,"Ptp4a1","PTP4A1"
2589,"Pax8","PAX8"
2590,"Fzd5","FZD5"
2591,"Scg2","SCG2"
2592,"Usp7","USP7"
2593,"Dek","DEK"
2595,"Rassf7","RASSF7"
2597,"Cul5","CUL5"
2599,"Mfap5","MFAP5"
2603,"Gpr68","GPR68"
2606,"Nrip1","NRIP1"
2608,"Naa10","NAA10"
2614,"Axin1","AXIN1"
2616,"Cdc45","CDC45"
2617,"Fzd6","FZD6"
2619,"Fzd9","FZD9"
2626,"Hyal3","HYAL3"
2628,"Nme5","NME5"
2634,"Pip4k2b","PIP4K2B"
2635,"Pla2g6","PLA2G6"
2636,"Pla2g10","PLA2G10"
2637,"Slc25a11","SLC25A11"
2640,"Ulk1","ULK1"
2643,"Anxa9","ANXA9"
2645,"Ltbp4","LTBP4"
2647,"Zfp282","ZNF282"
2652,"Nsmaf","NSMAF"
2657,"Doc2a","DOC2A"
2658,"Dhx16","DHX16"
2660,"Cul4b","CUL4B"
2661,"Cul3","CUL3"
2662,"Cul2","CUL2"
2663,"Cul1","CUL1"
2664,"Foxn1","FOXN1"
2666,"Tpst2","TPST2"
2667,"Tpst1","TPST1"
2668,"Klf11","KLF11"
2670,"Aurka","AURKA"
2672,"Fkbp6","FKBP6"
2675,"Gpr65","GPR65"
2676,"Rae1","RAE1"
2677,"Ofd1","OFD1"
2678,"Sema7a","SEMA7A"
2679,"Cilp","CILP"
2680,"Slc4a7","SLC4A7"
2682,"Rgs5","RGS5"
2683,"Map4k3","MAP4K3"
2685,"Ppfibp1","PPFIBP1"
2688,"Slc43a1","SLC43A1"
2689,"Pkp4","PKP4"
2690,"Pik3r3","PIK3R3"
2691,"Pex3","PEX3"
2693,"Cntnap1","CNTNAP1"
2694,"Enc1","ENC1"
2695,"Nipsnap1","NIPSNAP1"
2697,"Itga10","ITGA10"
2698,"Ikbkg","IKBKG"
2699,"Ikbkap","IKBKAP"
2701,"Hat1","HAT1"
2702,"Gcm1","GCM1"
2705,"Dgke","DGKE"
2708,"Ybx3","YBX3"
2709,"Cpz","CPZ"
2710,"Cops3","COPS3"
2711,"Chst1","CHST1"
2712,"Cbx4","CBX4"
2714,"Bcas1","BCAS1"
2715,"Barx2","BARX2"
2716,"Agps","AGPS"
2717,"Pir","PIR"
2718,"Cggbp1","CGGBP1"
2722,"Bhlhe40","BHLHE40"
2724,"Tcap","TCAP"
2726,"Prpf18","PRPF18"
2729,"Kmo","KMO"
2730,"Yars","YARS"
2731,"Pdxk","PDXK"
2734,"Khsrp","KHSRP"
2735,"Pdlim4","PDLIM4"
2736,"Cask","CASK"
2737,"Akr7a5","AKR7A2"
2738,"Prkra","PRKRA"
2739,"Stk16","STK16"
2741,"Scarf1","SCARF1"
2742,"Ly6d","LY6D"
2743,"Olfr2","OR6A2"
2744,"Tnfsf11","TNFSF11"
2745,"Rgs20","RGS20"
2746,"Fam193a","FAM193A"
2751,"Klf7","KLF7"
2752,"Ppap2c","PPAP2C"
2753,"Stc2","STC2"
2754,"Uso1","USO1"
2755,"Cadps","CADPS"
2758,"Pde8b","PDE8B"
2759,"Psmg1","PSMG1"
2760,"Rfxank","RFXANK"
2762,"Jrk","JRK"
2764,"Skap1","SKAP1"
2765,"Unc5c","UNC5C"
2766,"Rtca","RTCA"
2768,"Ssna1","SSNA1"
2769,"Oasl1","OASL"
2770,"Aoc3","AOC3"
2771,"Dchs1","DCHS1"
2773,"Kcnk5","KCNK5"
2774,"Chrd","CHRD"
2775,"Numb","NUMB"
2776,"Socs1","SOCS1"
2778,"Irs2","IRS2"
2779,"Eif3a","EIF3A"
2780,"Eif3b","EIF3B"
2781,"Eif3c","EIF3C"
2782,"Eif3d","EIF3D"
2783,"Eif3f","EIF3F"
2784,"Eif3g","EIF3G"
2785,"Eif3h","EIF3H"
2786,"Eif3i","EIF3I"
2789,"Eif4g3","EIF4G3"
2791,"Stx16","STX16"
2792,"Stx11","STX11"
2794,"Becn1","BECN1"
2797,"Jrkl","JRKL"
2799,"S1pr4","S1PR4"
2800,"Mrpl40","MRPL40"
2801,"Dnah11","DNAH11"
2804,"B4galt2","B4GALT2"
2805,"B3galt4","B3GALT4"
2807,"Tradd","TRADD"
2808,"Mbtps1","MBTPS1"
2809,"Edf1","EDF1"
2811,"Snx30","SNX30"
2813,"Uri1","URI1"
2814,"Eed","EED"
2815,"Ctnnal1","CTNNAL1"
2816,"Rnmt","RNMT"
2820,"Ripk1","RIPK1"
2821,"Cradd","CRADD"
2822,"Tnfsf14","TNFSF14"
2824,"Tnfsf10","TNFSF10"
2826,"Adam23","ADAM23"
2829,"Adam15","ADAM15"
2830,"Adam7","ADAM7"
2833,"Tnfrsf14","TNFRSF14"
2836,"Fadd","FADD"
2838,"Napg","NAPG"
2839,"Napa","NAPA"
2840,"Mtmr1","MTMR1"
2841,"Mpdz","MPDZ"
2843,"Riok3","RIOK3"
2844,"Matn4","MATN4"
2845,"Rgs9","RGS9"
2846,"Dlk1","DLK1"
2847,"Fpgt","FPGT"
2848,"Tnfrsf11a","TNFRSF11A"
2850,"Scel","SCEL"
2852,"Pex11b","PEX11B"
2854,"Suclg2","SUCLG2"
2856,"Sucla2","SUCLA2"
2859,"Il18rap","IL18RAP"
2860,"Il1rl2","IL1RL2"
2861,"Il18r1","IL18R1"
2862,"Il1rl1","IL1RL1"
2863,"Galr2","GALR2"
2865,"Dpm1","DPM1"
2866,"Banf1","BANF1"
2867,"Fgf18","FGF18"
2869,"Sap30","SAP30"
2871,"Inpp4a","INPP4A"
2872,"Fgf17","FGF17"
2875,"Nrp2","NRP2"
2876,"Nrp1","NRP1"
2879,"Tmem11","TMEM11"
2880,"Socs2","SOCS2"
2881,"Ggh","GGH"
2882,"Wisp2","WISP2"
2883,"Wisp1","WISP1"
2887,"Akap4","AKAP4"
2888,"Asap2","ASAP2"
2890,"Proz","PROZ"
2891,"Ldb1","LDB1"
2893,"St3gal5","ST3GAL5"
2894,"Ier3","IER3"
2895,"Arhgef7","ARHGEF7"
2897,"Sgpl1","SGPL1"
2899,"Cdc16","CDC16"
2900,"Zfp259","ZPR1"
2902,"Mcm3ap","MCM3AP"
2903,"Eif2b5","EIF2B5"
2904,"Eif2s2","EIF2S2"
2908,"Ap1s2","AP1S2"
2912,"Bcl10","BCL10"
2914,"Foxh1","FOXH1"
2916,"Mbd4","MBD4"
2917,"Mbd3","MBD3"
2918,"Mbd2","MBD2"
2919,"Skap2","SKAP2"
2920,"Wasf1","WASF1"
2921,"St13","ST13"
2923,"Top3b","TOP3B"
2924,"Cdk5r2","CDK5R2"
2925,"Kynu","KYNU"
2926,"Ap3d1","AP3D1"
2929,"Stbd1","STBD1"
2930,"Selenbp1","SELENBP1"
2930,"Selenbp2","SELENBP1"
2931,"Atp6v0e","ATP6V0E1"
2935,"Hap1","HAP1"
2937,"Slc25a14","SLC25A14"
2939,"Mpzl1","MPZL1"
2940,"Map3k14","MAP3K14"
2941,"Socs3","SOCS3"
2942,"Ch25h","CH25H"
2944,"Rnf8","RNF8"
2946,"Rhbdl1","RHBDL1"
2947,"Tm4sf5","TM4SF5"
2948,"Ccrl2","CCRL2"
2949,"Sema5a","SEMA5A"
2951,"Uba3","UBA3"
2952,"Ube2m","UBE2M"
2953,"Myom2","MYOM2"
2954,"Spag9","SPAG9"
2957,"Dok2","DOK2"
2958,"Sh2d2a","SH2D2A"
2959,"Aip","AIP"
2961,"Gprc5a","GPRC5A"
2965,"Slc13a2","SLC13A2"
2966,"Tnk1","TNK1"
2967,"Bbox1","BBOX1"
2968,"Pax2","PAX2"
2970,"Npr2","NPR2"
2971,"Nfkb1","NFKB1"
2972,"Osmr","OSMR"
2974,"Fcgr2b","FCGR2B"
2975,"Gjb2","GJB2"
2978,"Adcy3","ADCY3"
2979,"Ampd2","AMPD2"
2981,"Arrb1","ARRB1"
2983,"Atic","ATIC"
2984,"Atox1","ATOX1"
2985,"Atp5a1","ATP5A1"
2986,"Atp6v0b","ATP6V0B"
2987,"B2m","B2M"
2988,"Bcl2a1a","BCL2A1"
2988,"Bcl2a1b","BCL2A1"
2988,"Bcl2a1d","BCL2A1"
2989,"Bcl2l2","BCL2L2"
2990,"Bnip3","BNIP3"
2991,"Bysl","BYSL"
2992,"C3ar1","C3AR1"
2994,"Ccbl2","CCBL2"
2995,"Ccng1","CCNG1"
2997,"Cdh16","CDH16"
2999,"Cdkn1b","CDKN1B"
3000,"Ap2m1","AP2M1"
3001,"Ap2s1","AP2S1"
3006,"Cox8a","COX8A"
3008,"Crybb3","CRYBB3"
3011,"Dctn1","DCTN1"
3012,"Ddit3","DDIT3"
3014,"Dntt","DNTT"
3018,"Echs1","ECHS1"
3019,"Efnb2","EFNB2"
3020,"Eif2s1","EIF2S1"
3021,"Eif4ebp1","EIF4EBP1"
3022,"Eif4ebp2","EIF4EBP2"
3023,"Emx2","EMX2"
3025,"Eya4","EYA4"
3028,"Efemp1","EFEMP1"
3029,"Fcer1g","FCER1G"
3030,"Fcgrt","FCGRT"
3033,"Fdxr","FDXR"
3034,"Fen1","FEN1"
3035,"Fgf11","FGF11"
3036,"Fgf13","FGF13"
3037,"Fgf14","FGF14"
3038,"Fkbp5","FKBP5"
3040,"Flt3","FLT3"
3043,"Gip","GIP"
3045,"Gng11","GNG11"
3046,"Gps1","GPS1"
3050,"Habp2","HABP2"
3054,"Kcnmb1","KCNMB1"
3055,"Lbp","LBP"
3057,"Cited1","CITED1"
3058,"Myo9b","MYO9B"
3059,"Ndufb7","NDUFB7"
3060,"Drg1","DRG1"
3064,"Prkar2a","PRKAR2A"
3065,"Pspn","PSPN"
3066,"Pyy","PYY"
3069,"Rab27a","RAB27A"
3070,"Rbp2","RBP2"
3071,"Rrad","RRAD"
3073,"Sdha","SDHA"
3074,"Shmt1","SHMT1"
3075,"Slc1a2","SLC1A2"
3078,"Snrpd3","SNRPD3"
3079,"Srebf1","SREBF1"
3081,"Tank","TANK"
3084,"Wars","WARS"
3098,"Usp2","USP2"
3100,"Aifm1","AIFM1"
3101,"Syngr3","SYNGR3"
3106,"Fibp","FIBP"
3107,"Ebag9","EBAG9"
3110,"Pttg1","PTTG1"
3112,"Ube2l6","UBE2L6"
3113,"Gpr50","GPR50"
3114,"Mfhas1","MFHAS1"
3116,"Cyth3","CYTH3"
3118,"S1pr2","S1PR2"
3119,"Atp6v1f","ATP6V1F"
3120,"Socs6","SOCS6"
3121,"Cd83","CD83"
3123,"Klf4","KLF4"
3125,"Trip13","TRIP13"
3129,"Jmjd1c","JMJD1C"
3132,"Glp2r","GLP2R"
3133,"Eftud2","EFTUD2"
3134,"Prlhr","PRLHR"
3135,"Rab28","RAB28"
3136,"Rab9b","RAB9B"
3137,"Slc9a3r1","SLC9A3R1"
3138,"Plaa","PLAA"
